,tripid,prediction
200,215710712,0
201,215308429,1
202,216354080,1
203,220010837,0
204,217306082,1
205,214731448,1
206,215756631,0
207,216420193,1
208,214326131,0
209,214406768,1
210,219156378,1
211,214609119,1
212,219082363,0
213,219825126,1
214,215456983,1
215,216608303,1
216,217364633,1
217,217655491,1
218,221141142,1
219,221908858,1
220,220389540,1
221,213326938,1
222,219978757,1
223,215119792,1
224,219498851,1
225,218722910,1
226,215816390,1
227,217971816,1
228,220612723,1
229,222562718,1
230,213379226,1
231,214884818,1
232,215696568,0
233,219571925,1
234,214303195,1
235,215518743,1
236,221657942,1
237,221431748,1
238,220548775,1
239,220974822,1
240,220458840,0
241,221741833,1
242,220480691,1
243,222828746,1
244,216645729,1
245,219563533,1
246,221091301,1
247,221453614,1
248,216515178,1
249,218009449,1
250,219945811,1
251,219374270,1
252,221962739,1
253,221503003,1
254,218668609,0
255,214530448,1
256,218196316,0
257,218805825,1
258,220914607,1
259,221898651,1
260,215182861,1
261,216298005,1
262,218417976,1
263,221493353,1
264,218739826,1
265,217221641,1
266,218152345,1
267,222611125,1
268,218328522,1
269,218568102,1
270,214400560,1
271,221263834,1
272,214505778,0
273,217876356,1
274,213317715,1
275,222096061,1
276,222753702,1
277,216820530,1
278,214091575,1
279,221276437,1
280,219975327,1
281,221277936,1
282,216066915,1
283,219594255,1
284,221200444,1
285,216303750,1
286,215331989,1
287,215953151,1
288,216179749,1
289,218311878,1
290,216382062,1
291,214087043,1
292,221132903,1
293,217037512,1
294,222488073,1
295,213562595,1
296,221429585,1
297,216637715,1
298,221471345,1
299,221423920,1
300,219676603,1
301,217993862,0
302,214076267,1
303,217452230,1
304,214425149,1
305,217321929,0
306,219346497,0
307,221713982,1
308,213422439,1
309,220917069,1
310,221251981,1
311,216149300,1
312,213485484,1
313,219070535,1
314,216578759,1
315,213335028,1
316,216573228,1
317,221154443,0
318,220581872,1
319,222771654,1
320,217604810,1
321,214780388,0
322,215979044,0
323,222856243,1
324,213491668,1
325,222651510,1
326,215118917,1
327,217913312,1
328,215035430,1
329,213316124,1
330,220661291,1
331,222748318,1
332,219589887,1
333,220702933,1
334,215605319,1
335,213483883,1
336,217607165,1
337,217994957,1
338,215990537,0
339,214020551,1
340,217938850,0
341,222111734,1
342,213312453,1
343,221423120,1
344,217758709,1
345,221149241,1
346,221620578,1
347,219524785,1
348,220256530,1
349,213841079,1
350,215572673,1
351,218122517,1
352,217562112,1
353,218640498,0
354,213480815,1
355,220261190,1
356,213318535,0
357,222277735,1
358,222736525,1
359,215259345,1
360,213496353,1
361,218981260,1
362,220664830,1
363,221094410,1
364,221980084,1
365,215808701,1
366,218844843,0
367,217386960,1
368,220807780,1
369,221068122,1
370,216995758,1
371,219690287,1
372,214312433,1
373,221115524,1
374,217386792,1
375,222003941,1
376,217146818,1
377,218382590,1
378,218019239,1
379,220639528,1
380,217249182,1
381,221409233,1
382,217176578,1
383,222459217,1
384,220777452,1
385,218934388,1
386,217158748,1
387,216314239,1
388,217844975,0
389,218418193,1
390,222730013,1
391,213664879,1
392,221236553,1
393,218213886,1
394,217457854,1
395,222124443,1
396,213668515,1
397,218188231,1
398,222477009,1
399,218579178,1
400,219925307,1
401,220196888,1
402,213434285,1
403,219214746,1
404,222346145,1
405,216376436,1
406,221331185,1
407,217618503,1
408,214335787,1
409,222815225,1
410,215281923,1
411,219172728,1
412,216862226,1
413,216206220,1
414,219677597,1
415,221928378,1
416,215584997,1
417,221119984,0
418,213506234,1
419,218576723,1
420,213508429,1
421,218358563,1
422,217966711,1
423,214102545,1
424,214746707,1
425,219360271,1
426,220965782,0
427,217353793,1
428,214724196,1
429,214877134,1
430,220107597,1
431,220127368,1
432,217851120,1
433,216766832,1
434,217629619,1
435,222478803,1
436,214058248,1
437,220343608,1
438,222729886,1
439,216472267,1
440,222126936,1
441,220200419,1
442,221897443,1
443,213620669,1
444,213396557,1
445,219895416,1
446,220774466,1
447,216990854,1
448,221131926,1
449,218644402,1
450,214503523,1
451,214125987,1
452,217215183,0
453,221270009,1
454,216795330,1
455,215640667,1
456,221064458,1
457,221437005,1
458,215628405,1
459,222241407,1
460,217683396,1
461,218396461,1
462,214001634,1
463,215379314,1
464,220588579,1
465,213803149,1
466,213835221,1
467,219374775,1
468,215490947,1
469,215723211,1
470,217997459,1
471,213849903,1
472,219405801,1
473,217491985,1
474,216327629,1
475,214181178,1
476,213498034,1
477,220463967,0
478,222408555,1
479,215594135,1
480,221077701,1
481,220105853,1
482,213586567,0
483,214650702,1
484,219681203,1
485,218966853,1
486,221504776,1
487,216956008,1
488,219474461,0
489,218926655,1
490,213662056,1
491,220395137,1
492,217334765,1
493,216581677,1
494,218224247,1
495,219808934,1
496,214963932,1
497,222122457,0
498,215581893,1
499,220455817,0
500,214990570,1
501,215362277,1
502,218901692,1
503,217847246,1
504,213975502,1
505,214393803,1
506,218364897,1
507,217621205,1
508,214026649,1
509,220702534,1
510,216839340,1
511,218063023,1
512,215237324,1
513,215453449,1
514,221806093,1
515,219352128,1
516,213866926,1
517,214556932,1
518,215596360,1
519,221338512,1
520,222524511,1
521,217411054,1
522,221199410,1
523,221271332,1
524,222446855,1
525,213310105,1
526,213330424,1
527,222498073,1
528,219967010,1
529,218247804,1
530,214744548,1
531,215611484,1
532,215792567,0
533,218904642,1
534,214837381,1
535,216903883,1
536,214273383,0
537,220211387,1
538,222461127,1
539,216690697,1
540,213581933,1
541,220127703,1
542,220350502,1
543,215694047,0
544,221423711,1
545,221709701,1
546,219579227,1
547,218539011,0
548,217191549,1
549,213752105,1
550,214751673,1
551,221230649,1
552,221984902,1
553,217079955,1
554,213542871,1
555,219760379,0
556,215639088,1
557,213951857,1
558,218632548,1
559,221458837,1
560,222684764,1
561,216702639,1
562,213347169,1
563,222715592,1
564,218161755,1
565,222184861,1
566,219352359,1
567,222705679,1
568,217160327,1
569,214362060,1
570,222756037,1
571,218518311,1
572,213517440,0
573,222797414,1
574,218043240,1
575,215682278,0
576,213876208,1
577,213670129,0
578,219828434,1
579,219963466,1
580,220937193,1
581,216058459,1
582,213769815,1
583,214102098,1
584,215785341,0
585,216003765,1
586,215425285,1
587,215642792,0
588,222636921,1
589,220757329,1
590,219085532,1
591,220392347,1
592,222055913,1
593,220054824,1
594,214504757,1
595,214800799,1
596,218219531,1
597,222485091,1
598,214932534,1
599,217509379,1
600,219365575,1
601,217242902,1
602,218346460,1
603,216665833,1
604,216368174,1
605,217070819,1
606,220056711,1
607,217234775,1
608,220102585,1
609,214799481,1
610,213498897,1
611,218717024,1
612,215966146,1
613,213555632,1
614,214816323,1
615,222723791,1
616,221934952,0
617,220758331,1
618,217626699,1
619,214829956,0
620,217480881,1
621,216395662,1
622,213669541,1
623,213832895,1
624,216207444,1
625,215751349,1
626,215726822,1
627,215868315,0
628,222692540,1
629,217620602,1
630,216935384,1
631,217833846,1
632,213518335,1
633,221819783,1
634,213784566,1
635,218815778,1
636,216264900,1
637,219730533,0
638,218881406,1
639,220586750,1
640,214819661,1
641,221403261,0
642,222088509,1
643,217047247,1
644,222735007,1
645,217359162,1
646,215540844,1
647,215041258,1
648,218347000,1
649,213415870,1
650,214420468,1
651,213663791,0
652,216978587,1
653,217677904,1
654,215777009,0
655,218284798,1
656,221809449,1
657,217079752,1
658,216667716,1
659,218523661,1
660,218567289,1
661,217686396,1
662,222515582,1
663,214550883,0
664,218358721,1
665,214777151,1
666,220962923,1
667,213448982,1
668,220831398,1
669,221027426,1
670,217002915,1
671,217297620,1
672,219796336,1
673,213792071,1
674,214921066,1
675,218093703,1
676,218060686,1
677,219350451,0
678,218614870,1
679,218529424,1
680,217081788,0
681,213357815,1
682,218546836,1
683,215125557,1
684,219023472,1
685,219673380,0
686,217002730,1
687,218556511,1
688,215661571,1
689,217393966,1
690,215173331,1
691,221280077,1
692,219792052,1
693,213765111,0
694,218746412,1
695,215203308,1
696,216404387,1
697,213646844,1
698,215178181,1
699,218460640,1
700,219982083,1
701,217317504,1
702,218316653,0
703,222608042,1
704,219079428,1
705,221833646,1
706,217137196,1
707,220610945,1
708,221518999,1
709,219800273,1
710,214790390,0
711,216359620,1
712,220469243,1
713,221242777,1
714,218028706,1
715,216468084,1
716,220791009,1
717,216617838,1
718,220552893,1
719,217332582,1
720,218702437,1
721,214185679,0
722,214122710,1
723,214661725,1
724,216645863,1
725,217620836,1
726,215789705,1
727,216816784,1
728,216590888,1
729,220761942,1
730,216443452,1
731,215871475,1
732,220120301,1
733,215121452,1
734,215490911,1
735,220075939,0
736,213404206,1
737,214120405,0
738,216160795,1
739,222468262,1
740,222014000,1
741,213631291,1
742,219586506,1
743,215184203,1
744,214662235,0
745,213522011,0
746,220594028,1
747,219533831,1
748,221945423,1
749,220810035,1
750,219371917,1
751,213306304,1
752,215350452,1
753,218188140,1
754,222222924,1
755,217325390,1
756,217769908,1
757,218622255,1
758,215333893,1
759,218594770,1
760,222509742,0
761,218001768,1
762,217823398,1
763,217077759,1
764,221811674,1
765,219217080,1
766,218957726,1
767,219443992,1
768,219343699,1
769,218123396,1
770,214888965,1
771,214931629,1
772,219577989,1
773,213438619,1
774,220201665,1
775,218127227,0
776,213972249,1
777,214929038,1
778,216715001,1
779,222141984,1
780,215898517,0
781,222364194,1
782,214416193,1
783,215057751,1
784,213429887,1
785,222062877,1
786,221312633,1
787,213664526,1
788,216787258,1
789,221344862,0
790,214267400,1
791,220818519,1
792,219206844,1
793,218619707,1
794,220491072,1
795,221905017,1
796,218114796,1
797,222672076,1
798,215530282,1
799,216094715,1
800,221514257,1
801,217017200,1
802,215260107,1
803,219840069,0
804,216518557,1
805,221592948,1
806,219332756,1
807,217063288,1
808,221037995,1
809,216196855,1
810,215873894,1
811,218829941,1
812,216009827,1
813,214812835,1
814,219418097,1
815,218143071,1
816,216933598,1
817,221704813,1
818,220308152,1
819,217712836,1
820,216293650,1
821,221923822,1
822,215557467,1
823,219218998,1
824,215938920,1
825,216765088,1
826,216577433,1
827,219753449,1
828,220538242,1
829,219658162,0
830,217281862,1
831,213942834,1
832,215308689,1
833,222695566,1
834,218415281,1
835,219839992,0
836,222180639,1
837,214255576,1
838,217665083,1
839,222837360,1
840,216473034,1
841,215014627,1
842,220490284,1
843,217193879,1
844,218640536,1
845,218286499,1
846,222068498,1
847,213573893,1
848,221264616,1
849,219123893,1
850,213546412,1
851,218037449,1
852,219242161,0
853,222176795,1
854,218566757,1
855,219270114,1
856,215470142,1
857,218490908,1
858,218569703,1
859,217573394,1
860,217449042,1
861,219105101,1
862,221150968,1
863,216634966,1
864,216826511,1
865,213542881,1
866,219153295,1
867,218042084,1
868,218903864,1
869,214860569,1
870,214315904,1
871,222769717,1
872,218275827,1
873,218733900,1
874,219719411,1
875,219890777,1
876,214727618,1
877,215366346,1
878,221477549,1
879,216404897,1
880,218264407,1
881,213704687,0
882,218253192,0
883,216061149,1
884,221472526,1
885,222767660,1
886,220993065,1
887,214737144,1
888,217551406,1
889,214225997,1
890,218392124,1
891,216909215,1
892,213579018,1
893,214356615,1
894,222662775,1
895,221127998,1
896,220575753,1
897,213986614,0
898,217269095,1
899,216505191,1
900,216858359,1
901,222260628,1
902,219340718,1
903,216502469,1
904,215667506,1
905,217157871,0
906,221822787,1
907,215113911,1
908,220423548,0
909,217936466,1
910,219785138,1
911,216279036,1
912,215278661,1
913,217411979,1
914,218364213,1
915,217174133,1
916,221793207,1
917,213360633,1
918,219698084,1
919,216596621,1
920,216390244,1
921,215121239,1
922,221247252,0
923,213559953,0
924,218280846,1
925,217601536,0
926,215413380,0
927,220754127,1
928,217700335,1
929,220209066,1
930,220116451,1
931,217362965,1
932,221055004,1
933,213638373,1
934,213444017,1
935,214291571,1
936,221834719,1
937,222840348,1
938,218280649,1
939,215872608,1
940,219890028,1
941,215382458,1
942,217990410,1
943,215108957,0
944,217085363,0
945,215674763,1
946,215251116,1
947,218534231,1
948,222526273,1
949,215944814,0
950,216402683,1
951,217598788,1
952,214287321,1
953,222582664,1
954,215727965,1
955,218663144,1
956,221937006,1
957,213834620,1
958,220869577,1
959,214178222,1
960,219612592,1
961,220765816,1
962,215344248,1
963,216678857,1
964,220004783,1
965,220388486,1
966,213977930,1
967,220456128,1
968,215871926,1
969,218421824,1
970,213547330,1
971,221896152,1
972,217340382,1
973,215577745,1
974,217247505,1
975,219830594,1
976,218979747,1
977,215729997,0
978,213804809,1
979,216471346,1
980,217316135,0
981,220573702,1
982,217585610,1
983,213841241,1
984,215923181,1
985,220313134,1
986,219355126,1
987,219572345,0
988,220460076,1
989,213469583,1
990,217875715,1
991,214953130,1
992,215913282,1
993,217053984,1
994,218174968,1
995,219807985,0
996,213926105,1
997,222214499,1
998,216229263,1
999,222474032,1
1000,215377349,1
1001,220550910,1
1002,216241561,1
1003,221450300,1
1004,218348519,0
1005,213885009,0
1006,220349930,1
1007,219664098,1
1008,217672989,1
1009,218348582,1
1010,215193635,0
1011,215612413,1
1012,219604897,1
1013,216409798,1
1014,220306770,1
1015,220687261,1
1016,214424358,1
1017,213730534,1
1018,219342470,1
1019,220184361,1
1020,220197228,1
1021,214606491,0
1022,213548560,1
1023,220748317,1
1024,219241601,1
1025,221044342,1
1026,216893436,1
1027,214411792,1
1028,218074462,1
1029,213410935,1
1030,213688319,1
1031,219514586,1
1032,215824163,1
1033,222621922,1
1034,213915045,1
1035,220394156,1
1036,214559341,1
1037,222443383,0
1038,219731588,1
1039,219647081,1
1040,220271592,1
1041,222742739,1
1042,213915635,1
1043,221408625,1
1044,217099716,1
1045,215917149,1
1046,217812529,1
1047,222248651,0
1048,213461197,1
1049,221357722,1
1050,214584660,1
1051,218225769,0
1052,214411509,1
1053,214389498,1
1054,220685681,1
1055,217233485,1
1056,215406125,1
1057,222171976,0
1058,220040859,1
1059,216963849,1
1060,215944054,1
1061,218234065,1
1062,215542990,1
1063,217232243,1
1064,221025182,1
1065,220261810,1
1066,221366660,1
1067,219275093,1
1068,216787224,1
1069,214215771,1
1070,221071543,1
1071,214343733,1
1072,217327516,1
1073,214776476,0
1074,219397368,1
1075,221000499,1
1076,214517800,1
1077,220185161,1
1078,215984663,1
1079,220689657,1
1080,219268232,1
1081,215898171,1
1082,217571928,1
1083,215356522,1
1084,215478507,1
1085,214830987,1
1086,219365215,1
1087,213892742,1
1088,215236841,1
1089,218581136,1
1090,214216164,0
1091,216518912,1
1092,214661043,1
1093,221781578,1
1094,216015645,1
1095,213564004,1
1096,213504995,1
1097,216922432,1
1098,218966366,1
1099,222733472,1
1100,218187975,0
1101,214037495,0
1102,219298533,1
1103,219918941,1
1104,215047018,1
1105,220539128,1
1106,215119596,1
1107,218969098,0
1108,221900878,1
1109,214839914,0
1110,213347663,1
1111,215368931,1
1112,217088668,1
1113,216327274,1
1114,214733273,1
1115,216649996,1
1116,218603188,1
1117,213844319,1
1118,215126831,1
1119,220152792,1
1120,220471532,1
1121,221404554,1
1122,217428010,1
1123,215279569,1
1124,220076102,1
1125,222201142,1
1126,221400090,0
1127,221035609,1
1128,220686209,1
1129,222832962,1
1130,219916877,1
1131,216458190,1
1132,217862092,0
1133,213753408,1
1134,215844037,1
1135,215924929,1
1136,214760552,1
1137,222783581,1
1138,214035720,1
1139,217723540,1
1140,220336163,1
1141,217636599,1
1142,222622930,1
1143,218279971,1
1144,218781995,1
1145,217938473,1
1146,219313885,0
1147,221282752,1
1148,217931896,1
1149,222090324,1
1150,214914095,1
1151,215751998,1
1152,213593859,0
1153,220803938,1
1154,221288699,1
1155,219387349,1
1156,214379037,1
1157,213895083,1
1158,221614151,1
1159,214389113,1
1160,215356906,0
1161,222799481,1
1162,217685233,0
1163,222506915,1
1164,221081026,1
1165,215993915,1
1166,214150047,1
1167,217574018,1
1168,222479764,1
1169,214874515,1
1170,218466213,1
1171,216777503,1
1172,216756337,1
1173,214426272,1
1174,214392384,1
1175,215898940,1
1176,217287454,1
1177,213379476,1
1178,215994322,1
1179,214691341,1
1180,220987427,0
1181,219973223,0
1182,216666391,1
1183,217840846,1
1184,217594499,1
1185,217155025,1
1186,213502788,1
1187,216451490,1
1188,217866652,1
1189,219388933,1
1190,217906185,1
1191,216349049,1
1192,218582493,1
1193,218816086,1
1194,222691750,1
1195,220198949,1
1196,215577173,1
1197,217696989,1
1198,222534228,1
1199,214144699,1
1200,215379677,1
1201,215418354,1
1202,218363431,1
1203,217802891,1
1204,215740495,0
1205,216605795,1
1206,217458221,1
1207,215263521,1
1208,222607129,1
1209,222601049,1
1210,215043907,1
1211,214379090,0
1212,215470554,1
1213,215368975,1
1214,218168732,0
1215,221484964,1
1216,221100886,1
1217,216476428,1
1218,218067366,1
1219,214941845,1
1220,215257145,1
1221,217956269,1
1222,217230151,1
1223,216485876,1
1224,217443081,1
1225,219775050,1
1226,219754250,1
1227,221258900,1
1228,214785620,0
1229,221980096,1
1230,214117150,1
1231,215431676,1
1232,213755216,1
1233,217911746,1
1234,220774867,1
1235,218605746,1
1236,213516065,0
1237,214303215,1
1238,221765637,1
1239,217447986,1
1240,217264141,1
1241,219469434,1
1242,217230788,1
1243,222258524,1
1244,215921839,1
1245,216914489,0
1246,222742531,1
1247,216663987,1
1248,220065427,1
1249,217929556,1
1250,217143512,1
1251,222279195,0
1252,217462893,0
1253,213793337,1
1254,220445355,1
1255,218794396,1
1256,213642849,1
1257,218346278,1
1258,220653885,1
1259,217655334,1
1260,221542786,1
1261,220182218,1
1262,221624315,1
1263,219327095,1
1264,222694775,1
1265,213345044,1
1266,217177259,1
1267,216107337,1
1268,221058015,1
1269,213747445,1
1270,221013164,1
1271,213389548,1
1272,217122027,0
1273,215600353,1
1274,222716573,0
1275,215269536,1
1276,220360577,1
1277,219889982,1
1278,218751368,0
1279,219263215,1
1280,218997498,1
1281,213415096,1
1282,220006449,1
1283,222076552,1
1284,218756656,1
1285,217633987,1
1286,217305453,1
1287,217678249,1
1288,222201371,1
1289,216312235,1
1290,217085717,1
1291,221323036,1
1292,218506932,1
1293,219087565,1
1294,215042590,1
1295,222499112,1
1296,213616678,1
1297,213465226,0
1298,217377807,1
1299,219906132,1
1300,216357020,1
1301,220129832,1
1302,219434330,1
1303,220707126,1
1304,216084738,1
1305,219856685,1
1306,220090931,1
1307,214511722,1
1308,213936860,1
1309,215008507,1
1310,216764740,1
1311,216055931,1
1312,222164604,1
1313,217522509,1
1314,219920225,1
1315,218171589,1
1316,217543384,1
1317,217944669,1
1318,221326629,1
1319,216690852,1
1320,214246675,1
1321,220251143,1
1322,214272457,1
1323,219000830,1
1324,213339251,1
1325,221839392,1
1326,222817011,1
1327,213852560,1
1328,218008628,1
1329,216481482,1
1330,215102008,1
1331,213487683,1
1332,222231389,1
1333,213912693,1
1334,221581261,1
1335,219128627,1
1336,218499810,1
1337,215038751,0
1338,222808824,0
1339,221799657,1
1340,222416603,1
1341,218890011,1
1342,218784943,0
1343,222096274,1
1344,218199688,1
1345,221673650,1
1346,214289024,1
1347,221767193,1
1348,219438930,1
1349,222776463,1
1350,219387376,1
1351,218243374,1
1352,216858933,1
1353,214679066,1
1354,214779875,1
1355,220731493,1
1356,213536125,1
1357,222193485,1
1358,213945041,1
1359,218094783,1
1360,218448601,1
1361,214150517,1
1362,215044271,1
1363,219720826,1
1364,213501892,1
1365,217109356,1
1366,215798203,1
1367,222741704,1
1368,214956950,1
1369,219748493,0
1370,221551563,1
1371,214829808,1
1372,218950870,1
1373,220135701,1
1374,222097362,1
1375,220678785,1
1376,221522533,1
1377,219310736,1
1378,216545699,1
1379,214458527,1
1380,213866354,1
1381,217982476,1
1382,213641702,1
1383,219713093,1
1384,214937403,1
1385,214070361,1
1386,217068190,1
1387,217168525,1
1388,220883373,1
1389,221030687,1
1390,222422239,1
1391,220059591,1
1392,221344574,1
1393,217862384,0
1394,222464384,1
1395,222185079,1
1396,215825857,1
1397,221010057,1
1398,215266812,0
1399,213911386,1
1400,217543062,1
1401,217389326,1
1402,220266039,0
1403,215218212,1
1404,221164312,1
1405,213572570,0
1406,215978163,1
1407,214943644,1
1408,221870226,1
1409,222702617,1
1410,217456727,1
1411,219505227,1
1412,222571915,1
1413,221205978,1
1414,216957001,1
1415,216462237,1
1416,221556733,1
1417,213696780,0
1418,216402070,0
1419,221629414,0
1420,220446798,1
1421,221646454,1
1422,213410096,1
1423,219541351,1
1424,217436838,0
1425,218744479,1
1426,221185262,0
1427,217798389,1
1428,221079438,1
1429,216371174,0
1430,216570421,1
1431,214432319,1
1432,218355326,1
1433,219888223,1
1434,214631980,1
1435,222137038,1
1436,219741486,1
1437,222819514,1
1438,217146597,1
1439,213943908,1
1440,214318999,1
1441,222237395,1
1442,214936330,1
1443,222582063,0
1444,222505472,1
1445,219946340,1
1446,215874057,0
1447,222427376,1
1448,220105943,1
1449,221073659,1
1450,214419921,1
1451,221637793,1
1452,221337774,1
1453,217579956,0
1454,222826635,1
1455,214906123,0
1456,216561952,1
1457,215875129,0
1458,213826084,1
1459,220688090,1
1460,213565636,1
1461,221030843,1
1462,214521148,1
1463,216463018,1
1464,216004843,1
1465,216413242,1
1466,220291713,1
1467,221435702,1
1468,219311960,0
1469,214897241,1
1470,220917517,1
1471,221652226,1
1472,215504110,1
1473,219079765,1
1474,217021955,1
1475,215362254,1
1476,218002998,1
1477,220589721,1
1478,222725999,1
1479,218634311,1
1480,221763436,1
1481,221886299,1
1482,222481492,1
1483,218014641,1
1484,219523890,1
1485,215270921,1
1486,220487019,1
1487,222175801,1
1488,219321878,1
1489,216568114,1
1490,216050111,1
1491,218186574,1
1492,221135955,1
1493,222532979,0
1494,222109304,1
1495,220015237,0
1496,221415864,1
1497,214385681,1
1498,219428606,1
1499,214362465,1
1500,217473882,1
1501,218386743,1
1502,216647230,1
1503,215297290,1
1504,222653278,1
1505,215500677,1
1506,213469185,1
1507,218631655,1
1508,221444915,1
1509,222182803,1
1510,221873255,1
1511,216873314,0
1512,217354356,1
1513,218987127,0
1514,213382516,1
1515,222249322,1
1516,218024074,1
1517,214791217,1
1518,219983812,1
1519,216400011,1
1520,216572219,1
1521,215932131,1
1522,218111065,1
1523,217611288,1
1524,221082386,1
1525,214101422,1
1526,219137027,1
1527,215003282,0
1528,214930245,1
1529,221400234,1
1530,216462060,1
1531,215365919,0
1532,215839688,1
1533,214837150,1
1534,218752227,1
1535,219696259,1
1536,222628390,1
1537,213989051,1
1538,218097300,1
1539,222342510,1
1540,219811735,1
1541,219993317,0
1542,220629755,0
1543,215555125,1
1544,214511932,1
1545,218557072,1
1546,213669088,1
1547,222709391,0
1548,220033534,1
1549,213624455,1
1550,219415627,1
1551,214694539,1
1552,219318971,0
1553,217178059,0
1554,213931465,1
1555,222763684,1
1556,222271760,1
1557,222756955,1
1558,213534234,1
1559,217071965,1
1560,218832689,1
1561,214806362,1
1562,221331093,1
1563,216251642,0
1564,215770414,1
1565,219370032,1
1566,215100961,1
1567,222529445,0
1568,218485534,1
1569,219206015,0
1570,219483143,0
1571,221622284,1
1572,216059952,1
1573,222019893,1
1574,215739991,1
1575,215189638,0
1576,219877362,1
1577,213792963,1
1578,217515699,1
1579,215172183,0
1580,222833707,1
1581,213414733,1
1582,216091750,1
1583,215816969,0
1584,214752597,1
1585,213853085,1
1586,213660373,1
1587,217772559,1
1588,214494498,1
1589,217834469,0
1590,216281670,1
1591,219660469,1
1592,220626391,1
1593,213618906,1
1594,218466547,1
1595,214265222,1
1596,216332485,1
1597,215728605,1
1598,216603551,1
1599,217447610,1
1600,215023561,1
1601,221996925,1
1602,214793466,0
1603,219093510,0
1604,216073319,1
1605,214433968,1
1606,214849754,1
1607,220805506,1
1608,220271781,0
1609,222588189,1
1610,215087893,1
1611,213827112,1
1612,218399008,1
1613,216017181,1
1614,215579456,1
1615,219328178,1
1616,219670965,0
1617,222380001,0
1618,222763698,1
1619,214004579,1
1620,217469160,1
1621,217906400,1
1622,219939577,1
1623,218833718,0
1624,218253865,1
1625,216584565,1
1626,222473746,1
1627,221303882,1
1628,221673231,1
1629,220225481,1
1630,218260227,1
1631,216783096,1
1632,218218933,0
1633,221423776,1
1634,217665721,1
1635,214039915,1
1636,217858363,1
1637,214093198,1
1638,215640408,0
1639,214033598,1
1640,217349482,1
1641,216695750,1
1642,218801150,0
1643,222400009,1
1644,222084866,1
1645,213758909,1
1646,221735514,1
1647,214395052,1
1648,214756173,1
1649,216089776,1
1650,215039108,1
1651,216877968,1
1652,222450653,1
1653,213905794,1
1654,215899270,1
1655,219419884,1
1656,220194333,1
1657,213413225,1
1658,214828473,1
1659,216689231,1
1660,218111224,1
1661,221273072,1
1662,217598143,1
1663,219675749,0
