,tripid,prediction
825,217934989,0
826,222739630,1
827,221032306,0
828,221852142,1
829,217857702,1
830,216367495,1
831,214999305,1
832,217034846,0
833,217655334,1
834,218300203,1
835,215671037,1
836,220985138,1
837,217053734,1
838,214115214,1
839,215795863,1
840,217233195,1
841,217621572,1
842,221148459,1
843,220221102,1
844,221651235,1
845,214298017,1
846,221177940,1
847,215365919,0
848,222758094,1
849,217672989,1
850,221364850,1
851,221132903,1
852,222485091,1
853,215038751,0
854,220222969,1
855,216264900,1
856,218245867,1
857,213492670,1
858,218597139,1
859,213971441,0
860,214621428,1
861,219450327,1
862,218893209,1
863,216443175,1
864,218465496,1
865,218677602,1
866,218631655,1
867,213618906,1
868,219452062,1
869,222410573,1
870,222781079,1
871,216788222,1
872,221424946,0
873,215115416,1
874,221418611,1
875,219987767,1
876,221880338,1
877,216210398,1
878,215116219,1
879,214965048,1
880,216286286,1
881,217569353,1
882,214036828,1
883,222267831,1
884,215399465,1
885,218492631,1
886,217966711,1
887,214936415,1
888,218755496,1
889,213469583,1
890,214752924,1
891,219658162,0
892,216444392,1
893,213819670,1
894,214411336,1
895,217021955,1
896,221276631,1
897,222729486,1
898,216454223,0
899,217662907,1
900,221779448,1
901,215694047,0
902,214427212,1
903,221047955,1
904,222175029,1
905,219623131,1
906,219772979,1
907,221536948,1
908,217737072,1
909,218625122,1
910,214992624,1
911,220592797,0
912,222769717,1
913,220211236,1
914,215605319,1
915,219357041,1
916,214522145,1
917,213778953,1
918,214742593,0
919,221288699,1
920,219919432,1
921,216757858,1
922,213571837,1
923,215966776,1
924,213550389,1
925,217865727,1
926,220258131,1
927,222735596,1
928,221481202,1
929,214797021,0
930,219031399,1
931,217851120,1
932,218370376,1
933,219403116,1
934,221313647,1
935,218365918,1
936,216017181,1
937,216818202,1
938,222037677,1
939,215237324,0
940,217620602,1
941,219792052,1
942,219898919,1
943,220653885,1
944,219932242,1
945,218213729,1
946,218746373,0
947,216335902,1
948,214891816,1
949,215942776,1
950,214612262,1
951,214503372,1
952,221331079,1
953,215127383,1
954,216909215,1
955,214287321,1
956,217232591,0
957,222678413,1
958,216241032,1
959,221349724,1
960,214714106,0
961,219673392,1
962,220843050,0
963,221735514,1
964,220194333,0
965,219888223,1
966,218023200,1
967,221834034,1
968,215511234,1
969,215504110,1
970,217612319,1
971,214061304,1
972,214690118,0
973,220814494,1
974,215431676,1
975,216997369,1
976,221120893,1
977,215917531,0
978,215533641,1
979,222355738,1
980,222515533,1
981,217654405,1
982,221581261,0
983,219362138,1
984,222275821,1
985,214144699,1
986,218466213,1
987,214386015,1
988,213390764,1
989,220797686,1
990,213313921,1
991,221482110,1
992,222515582,1
993,214281389,1
994,219750836,1
995,221119984,0
996,218581087,1
997,216327274,1
998,213545933,0
999,218791728,0
1000,217896659,0
1001,219522916,1
1002,217490122,1
1003,218814065,1
1004,217473882,1
1005,219308773,0
1006,218183017,1
1007,215269762,1
1008,222431080,1
1009,216181594,1
1010,216940462,1
1011,217025452,1
1012,214989797,1
1013,218346460,1
1014,213868201,1
1015,218349076,1
1016,215560043,1
1017,220631067,1
1018,218300895,1
1019,221522533,1
1020,216464740,1
1021,221010057,1
1022,222084866,1
1023,214603071,1
1024,214444270,1
1025,216545699,1
1026,219902535,1
1027,221273823,1
1028,221665446,1
1029,215581893,1
1030,217318659,1
1031,222056273,0
1032,221870226,1
1033,213446713,1
1034,221254848,1
1035,221462420,1
1036,217102270,1
1037,214724700,1
1038,221637793,1
1039,216972907,1
1040,213455265,1
1041,217765385,1
1042,222190266,1
1043,217869528,1
1044,222602812,1
1045,220996038,1
1046,217088668,1
1047,222096059,1
1048,218632548,1
1049,215697198,1
1050,216422913,1
1051,215906574,1
1052,222607129,1
1053,218368939,0
1054,213641147,1
1055,214233167,1
1056,222096061,1
1057,219340973,1
1058,217758820,1
1059,219975327,1
1060,215507916,0
1061,219916014,1
1062,214150517,1
1063,216888676,1
1064,213420766,1
1065,220546200,0
1066,222057423,1
1067,213625752,1
1068,216455361,1
1069,221312633,1
1070,222730934,1
1071,217193063,0
1072,216289742,0
1073,214906123,1
1074,221595045,1
1075,217024982,1
1076,219730533,0
1077,214795345,1
1078,222813483,1
1079,215359584,1
1080,217539925,0
1081,213466902,1
1082,216413242,1
1083,222175801,1
1084,213315491,1
1085,219519323,1
1086,214829956,0
1087,216303061,1
1088,215682278,0
1089,218322029,1
1090,216053552,1
1091,218633116,1
1092,215331989,1
1093,217044544,1
1094,216763553,1
1095,222266501,1
1096,220176005,1
1097,221753950,0
1098,221475024,0
1099,220457040,1
1100,216200984,1
1101,221264616,1
1102,222749372,1
1103,215788982,1
1104,215118917,1
1105,221115524,1
1106,213377330,1
1107,217686829,1
1108,214897971,1
1109,214613999,1
1110,219573795,0
1111,222684418,1
1112,222500869,1
1113,215557467,1
1114,221656017,1
1115,218167100,1
1116,220189117,1
1117,219074027,1
1118,219310064,1
1119,221154417,1
1120,221292132,1
1121,214541987,1
1122,218031126,1
1123,221906878,1
1124,221386903,1
1125,214029262,0
1126,222799434,1
1127,218945997,1
1128,215270921,1
1129,219393071,1
1130,217038833,1
1131,216700605,1
1132,214511932,1
1133,213506347,1
1134,220302719,1
1135,214964285,1
1136,215131368,1
1137,215870919,1
1138,217233485,1
1139,222180639,1
1140,214353981,1
1141,222498073,1
1142,218721664,1
1143,213620669,1
1144,222480350,1
1145,214414513,1
1146,213662156,1
1147,215107595,0
1148,217872208,1
1149,216999847,1
1150,218057494,1
1151,216539472,0
1152,216542523,1
1153,218155420,0
1154,222692540,1
1155,213341811,1
1156,217327862,1
1157,220707126,1
1158,218416803,1
1159,217020550,1
1160,219417571,1
1161,216289436,1
1162,217379745,0
1163,220937193,1
1164,221301644,1
1165,213699934,1
1166,219312092,1
1167,220817037,1
1168,217985055,1
1169,219825849,1
1170,216499835,1
1171,213335028,1
1172,221518999,1
1173,219115915,1
1174,220198949,1
1175,222763684,1
1176,217506238,1
1177,216584705,1
1178,217239215,1
1179,220750250,1
1180,220054824,1
1181,218417976,1
1182,215683949,1
1183,221116240,1
1184,216609669,1
1185,216406264,1
1186,218016062,1
1187,222688414,1
1188,218151185,1
1189,219978375,1
1190,221357722,1
1191,214889355,1
1192,221779050,0
1193,214240954,1
1194,220675058,1
1195,219432071,1
1196,218499810,1
1197,216459983,1
1198,216781813,1
1199,217393966,1
1200,216506007,1
1201,222357305,1
1202,215470142,1
1203,218187396,1
1204,215917149,1
1205,217937112,1
1206,220779087,1
1207,221342957,1
1208,213646844,1
1209,216270181,1
1210,218619707,1
1211,217650365,1
1212,217287454,1
1213,219516599,1
1214,218579333,1
1215,222196756,1
1216,222492667,1
1217,218926655,1
1218,215700216,1
1219,222580254,1
1220,214939296,1
1221,216375442,1
1222,213688035,1
1223,219607726,0
1224,219963466,1
1225,214034062,1
1226,215260493,1
1227,219551820,1
1228,220260353,1
1229,221350390,1
1230,218093703,1
1231,217320140,1
1232,221988264,1
1233,216371174,0
1234,213869467,1
1235,220851970,1
1236,221996925,1
1237,217573394,1
1238,216565707,1
1239,220605011,1
1240,219131695,1
1241,217185288,1
1242,215358724,1
1243,218518311,1
1244,216291250,1
1245,217823264,1
1246,217980822,1
1247,218702437,1
1248,221218216,0
1249,221102407,1
1250,215989647,1
1251,219671397,1
1252,214216733,0
1253,214621471,0
1254,221684976,1
1255,218420323,0
1256,221238834,1
1257,213345511,1
1258,215675122,1
1259,217942755,1
1260,216231355,1
1261,221635956,1
1262,217236197,1
1263,214030820,1
1264,218283471,0
1265,221328869,0
1266,221258900,1
1267,215260318,1
1268,216832841,1
1269,218393140,1
1270,217968552,1
1271,214304814,1
1272,215581784,1
1273,216955918,1
1274,218234065,1
1275,217840846,1
1276,219345738,1
1277,214770404,0
1278,221459840,1
1279,221991593,0
1280,220035727,1
1281,216901882,1
1282,215783997,1
1283,216796387,0
1284,217127101,0
1285,215498083,1
1286,219001595,0
1287,216443405,1
1288,222830132,1
1289,218019034,0
1290,215039863,1
1291,219998145,1
1292,215626754,1
1293,217848855,1
1294,221691864,1
1295,221930641,0
1296,221620153,1
1297,213364187,1
1298,218553256,1
1299,221809768,1
1300,220206548,1
1301,214282309,0
1302,221687875,1
1303,217223787,1
1304,218172860,1
1305,215347544,1
1306,214791217,1
1307,216266895,1
1308,220205955,1
1309,214432319,1
1310,218956119,1
1311,222092422,1
1312,214156549,0
1313,218150199,1
1314,219944287,1
1315,215994464,1
1316,213485484,1
1317,215806481,1
1318,215214909,1
1319,213487532,1
1320,218981260,1
1321,222121023,1
1322,217587738,1
1323,216357020,1
1324,215280339,1
1325,217742382,1
1326,219925421,1
1327,214225997,1
1328,215134192,0
1329,222176300,1
1330,219586506,1
1331,215751349,1
1332,218966366,1
1333,221233383,1
1334,215980328,1
1335,215495077,1
1336,219945811,1
1337,216351277,1
1338,217620836,1
1339,221937006,1
1340,218120659,1
1341,215375864,1
1342,219660873,1
1343,217507661,1
1344,213972249,1
1345,215849061,1
1346,219344203,1
1347,215071025,0
1348,213487018,0
1349,219331627,1
1350,221003462,1
1351,221175943,1
1352,221172286,1
1353,217044118,1
1354,222137963,1
1355,215751772,1
1356,215795572,1
1357,219339029,1
1358,214810479,1
1359,217666971,1
1360,215863200,1
1361,218789910,1
1362,216377412,1
1363,217688120,1
1364,216480972,1
1365,213820849,1
1366,220379069,1
1367,216922687,1
1368,222076552,1
1369,222802478,1
1370,214930245,1
1371,220646738,1
1372,215352349,1
1373,217990410,1
1374,213992867,1
1375,214447228,1
1376,218064235,1
1377,222476233,1
1378,220251416,0
1379,219812658,1
1380,214782803,1
1381,217810407,1
1382,213456350,1
1383,220683337,1
1384,217460292,1
1385,219673331,1
1386,214937403,1
1387,215822026,1
1388,215208904,1
1389,217296355,1
1390,222348570,1
1391,222211485,1
1392,215738587,1
1393,213593859,0
1394,221078304,1
1395,215773870,1
1396,215733780,1
1397,217340382,1
1398,217845591,1
1399,219263215,1
1400,217568736,1
1401,217165514,1
1402,221626284,1
1403,217482852,1
1404,217101831,0
1405,213328278,1
1406,222151676,0
1407,218213934,1
1408,213711748,0
1409,216769227,1
1410,218189898,1
1411,218573189,1
1412,222322848,0
1413,213993023,1
1414,217901479,1
1415,222053843,1
1416,213987298,1
1417,220581598,1
1418,215579786,1
1419,215511034,1
1420,215350452,1
1421,216636679,1
1422,216519970,1
1423,215737013,1
1424,222254852,1
1425,217247505,1
1426,222373172,1
1427,221139472,1
1428,215846192,1
1429,218170846,1
1430,222735934,0
1431,217574018,1
1432,219005487,0
1433,219249269,1
1434,216882789,1
1435,222826895,1
1436,214582169,1
1437,222672076,1
1438,216203313,0
1439,217828916,1
1440,219925307,1
1441,216764327,1
1442,222743345,1
1443,216702639,1
1444,221588134,1
1445,218814305,0
1446,214048364,1
1447,220661291,1
1448,221703640,1
1449,216581677,1
1450,217578924,1
1451,217578556,1
1452,220247959,0
1453,219316415,1
1454,216731930,1
1455,219977905,1
1456,217901493,1
1457,219289199,0
1458,215239147,1
1459,214289982,1
1460,217046302,1
1461,222448585,1
1462,222305142,1
1463,219903725,1
1464,217121330,1
1465,213872229,1
1466,220325190,1
1467,220790881,0
1468,215044271,1
1469,215031154,1
1470,222502255,1
1471,214873024,1
1472,219984482,1
1473,217772559,1
1474,216891284,0
1475,214970773,1
1476,215430864,1
1477,215356056,1
1478,222665209,1
1479,213504995,1
1480,215796131,1
1481,218454495,1
1482,213870139,1
1483,221083157,1
1484,216429425,1
1485,213853085,1
1486,213881783,1
1487,222473463,1
1488,222711114,1
1489,218127227,1
1490,217032888,1
1491,221078301,1
1492,213755659,1
1493,214756177,1
1494,216922135,1
1495,213827219,1
1496,221789902,1
1497,219517459,1
1498,219561971,1
1499,216360281,1
1500,216122542,1
1501,219207818,1
1502,220812138,1
1503,215460770,1
1504,215787968,1
1505,219157266,1
1506,217056112,1
1507,218373770,1
1508,220477253,1
1509,216611865,1
1510,222120933,0
1511,217860037,1
1512,217290477,1
1513,222485658,1
1514,218738415,1
1515,219242161,0
1516,221270897,1
1517,221879725,1
1518,221356123,1
1519,221176015,1
1520,216540666,1
1521,218984177,1
1522,221058015,1
1523,222184861,1
1524,213943915,1
1525,213765111,0
1526,216198326,0
1527,217447235,1
1528,222850789,0
1529,221741833,1
1530,219979520,1
1531,213539343,1
1532,222195377,1
1533,215189638,0
1534,218258927,1
1535,215421060,1
1536,213445279,1
1537,215830844,1
1538,218575205,1
1539,215098600,1
1540,221826493,0
1541,222207024,1
1542,222553560,1
1543,222585416,1
1544,217929556,1
1545,219171918,1
1546,219831511,1
1547,218196316,0
1548,217373530,1
1549,217990928,1
1550,216893436,1
1551,215035786,1
1552,213529537,1
1553,221142374,1
1554,213406392,1
1555,213541593,1
1556,220814551,1
1557,214798809,1
1558,218244128,1
1559,222064620,1
1560,216272794,1
1561,219670965,0
1562,219352128,1
1563,216614552,1
1564,214294125,1
1565,221726456,1
1566,215025719,1
1567,219608669,1
1568,215607197,1
1569,215159669,1
1570,220573978,1
1571,218110731,1
1572,216816494,1
1573,221637394,1
1574,221437005,1
1575,220807525,1
1576,221531398,1
1577,216409798,1
1578,220697776,1
1579,219335875,1
1580,213693124,0
1581,214809825,1
1582,222166183,1
1583,219104555,1
1584,214045220,1
1585,214817810,1
1586,216832622,1
1587,220185161,1
1588,219755578,1
1589,218871508,1
1590,217380325,1
1591,216518519,1
1592,218182691,1
1593,216117636,1
1594,222732304,1
1595,219384615,1
1596,222358630,1
1597,218646106,1
1598,214451369,1
1599,220950132,1
1600,217559753,1
1601,217215183,0
1602,213334302,0
1603,214784524,1
1604,214083416,1
1605,218938653,1
1606,214937304,1
1607,217036268,1
1608,221312374,1
1609,220098717,1
1610,217254424,1
1611,215164461,1
1612,217839780,1
1613,213366354,1
1614,222274581,1
1615,219881797,1
1616,219856932,1
1617,219100690,1
1618,218582452,1
1619,222450455,1
1620,213867085,1
1621,216464908,1
1622,216498398,0
1623,219158522,0
1624,220026415,1
1625,222253346,0
1626,216577650,1
1627,221113583,1
1628,222234768,1
1629,213502369,1
1630,222599985,1
1631,213829731,1
1632,216428238,1
1633,215483973,1
1634,221258296,1
1635,222488581,1
1636,213538422,1
1637,217264920,1
1638,215585116,1
1639,215327179,1
1640,216435586,1
1641,220568740,1
1642,217271765,1
1643,221863449,1
1644,219978757,1
1645,214194756,1
1646,221690646,1
1647,215474339,1
1648,215922514,1
1649,219606624,0
1650,218539011,1
1651,221385964,1
1652,222589665,1
1653,220497066,1
1654,216005746,1
1655,220476682,1
1656,221756836,1
1657,222797092,1
1658,214064729,0
1659,214503162,1
1660,217456727,1
1661,218746412,1
1662,215478507,1
1663,215899166,1
